OADB,EADB,EAWB,RH,TC,SHC,kW,airflow,SFP,BF
75,80,62,36.22315701468787,309000.0,299000.0,17.4,12500,6190.966480446928,0.2
75,80,57,22.36175344552283,316000.0,316000.0,17.7,12500,6190.966480446928,0.42
85,80,75,79.75271186257909,349000.0,119000.0,20.2,10000,3679.9888268156424,0.1
85,80,72,68.61710395182742,332000.0,151000.0,19.9,10000,3679.9888268156424,0.12
85,80,67,51.57236381040482,305000.0,203000.0,19.5,10000,3679.9888268156424,0.13
85,80,62,36.22315701468787,279000.0,252000.0,19.0,10000,3634.1452513966483,0.14
85,80,57,22.36175344552283,269000.0,269000.0,18.8,10000,3634.1452513966483,0.33
85,80,75,79.75271186257909,355000.0,125000.0,20.3,11250,4936.519553072626,0.12
85,80,72,68.61710395182742,338000.0,159000.0,20.1,11250,4840.664804469274,0.14
85,80,67,51.57236381040482,311000.0,217000.0,19.6,11250,4840.664804469274,0.14
85,80,62,36.22315701468787,285000.0,268000.0,19.1,11250,4840.664804469274,0.17
85,80,57,22.36175344552283,289000.0,289000.0,19.4,11250,4840.664804469274,0.38
85,80,75,79.75271186257909,374000.0,144000.0,21.0,12500,6286.821229050279,0.14
85,80,72,68.61710395182742,343000.0,168000.0,20.1,12500,6190.966480446928,0.15
85,80,67,51.57236381040482,316000.0,230000.0,19.7,12500,6190.966480446928,0.15
85,80,62,36.22315701468787,303000.0,294000.0,19.7,12500,6190.966480446928,0.22
85,80,57,22.36175344552283,288000.0,288000.0,19.2,12500,6190.966480446928,0.43
95,80,75,79.75271186257909,327000.0,103000.0,22.2,10000,3679.9888268156424,0.1
95,80,72,68.61710395182742,312000.0,135000.0,22.0,10000,3679.9888268156424,0.12
95,80,67,51.57236381040482,286000.0,188000.0,21.6,10000,3679.9888268156424,0.13
95,80,62,36.22315701468787,262000.0,237000.0,21.1,10000,3634.1452513966483,0.15
95,80,57,22.36175344552283,254000.0,254000.0,20.9,10000,3634.1452513966483,0.34
95,80,75,79.75271186257909,333000.0,108000.0,22.5,11250,4840.664804469274,0.12
95,80,72,68.61710395182742,317000.0,143000.0,22.2,11250,4840.664804469274,0.14
95,80,67,51.57236381040482,291000.0,202000.0,21.7,11250,4840.664804469274,0.14
95,80,62,36.22315701468787,268000.0,252000.0,21.2,11250,4792.737430167597,0.19
95,80,57,22.36175344552283,263000.0,263000.0,21.1,11250,4792.737430167597,0.39
95,80,75,79.75271186257909,352000.0,128000.0,23.1,12500,6286.821229050279,0.14
95,80,72,68.61710395182742,333000.0,163000.0,22.7,12500,6190.966480446928,0.15
95,80,67,51.57236381040482,304000.0,223000.0,22.0,12500,6190.966480446928,0.15
